Course code,Course Name,similarity,Student_ID
SOC 100,Introduction to Sociology,0.025031246706484413,F00092
BAD 490,Business Policy,0.01738778059732528,F00092
CSCI 310,Junior Seminar,0.7687014739729482,F00093
CSCI 360,Computer Networks and Distributed Systems ,0.20515261456935574,F00093
PSCI 340,Independent Study in Political Science,0.16266010726334762,F00093
PSCI 320,Selected Topics in Political Science ,0.1589868544788224,F00093
CSCI 390,Special Topics ,0.11235889627390817,F00093
CORE 360,The World and its Peoples,0.6562014085581662,F00094
MATH 395,Senior Seminar,0.3406842678140579,F00094
MATH 320,Algebraic Structures,0.313194204716991,F00094
MATH 353,Real Analysis,0.30060909929637813,F00094
MATH 390,Special Topics in Mathematics,0.25074800807954156,F00094
CSCI 241,Data Structures and Algorithms,0.7611275095235394,F00095
CSCI 210,Sophomore Seminar,0.7512343075951863,F00095
CSCI 282L,Programming Languages Laboratory,0.5874276358354971,F00095
CSCI 230,Introduction to Computer Architecture,0.5873423507924428,F00095
CSCI 230L,Introduction to Computer Architecture Laboratory,0.5716596199266372,F00095
CSCI 110L,Introduction to Computer Science I Laboratory,0.6500547806725674,F00096
CORE 150,Composition I,0.3825183499223703,F00096
CORE 120,Critical Thinking,0.36466501754739866,F00096
CORE 100,New Student Orientation,0.3558626887344949,F00096
CORE 132,Essential Mathematics for a Contemporary World II,0.20715466054964968,F00096
MATH 220,Introduction to Higher Algebra,0.4793683086739089,F00097
MATH 285,Bioinformatics I,0.20102803690143223,F00097
KINS 275,Introduction to Exercise Science,0.14299234377737882,F00097
MATH 280,Mathematical Modeling of Biological Systems,0.13653520059415505,F00097
KINS 275L,Introduction to Exercise Science Laboratory,0.13125164456143157,F00097
CSCI 411,Senior Seminar I,0.7635802418293851,F00098
CSCI 412,Senior Seminar II,0.7545518663119151,F00098
SOC 100,Introduction to Sociology,0.03084767889465086,F00098
PSCI 406,African Political Systems,0.02819044796563983,F00098
HIS 499,Senior Seminar,0.020704426290556008,F00098
CSCI 120L,Introduction to Computer Science II Laboratory,0.6581971899545713,F00099
CSCI 110L,Introduction to Computer Science I Laboratory,0.6512881607416069,F00099
CORE 150,Composition I,0.20996471985199294,F00099
CORE 120,Critical Thinking,0.20016500715508256,F00099
CORE 100,New Student Orientation,0.19533339972076852,F00099
CSCI 411,Senior Seminar I,0.6527230171375581,F00100
CSCI 412,Senior Seminar II,0.6468795977717062,F00100
HMLS 400,Critical Infrastructure Protection,0.027019950485983768,F00100
HIS 499,Senior Seminar,0.02553335694819887,F00100
PHYS 490,Senior Seminar,0.02328919006503285,F00100
MATH 395,Senior Seminar,0.4533287573856253,F00101
NSCI 360,Statistics,0.4516154906342082,F00101
MATH 390,Special Topics in Mathematics,0.2658553401093096,F00101
PHYS 359,Introduction to Materials Science,0.2265350387936264,F00101
PSCI 320,Selected Topics in Political Science ,0.16091747777679752,F00101
CSCI 120,Introduction to Computer Science II,0.807512018789017,F00102
CSCI 110L,Introduction to Computer Science I Laboratory,0.7903050242056514,F00102
CSCI 120L,Introduction to Computer Science II Laboratory,0.7857559504051024,F00102
CORE 150,Composition I,0.3036712770874351,F00102
CORE 120,Critical Thinking,0.28949798515601693,F00102
CSCI 411,Senior Seminar I,0.6267758129549164,F00103
CSCI 412,Senior Seminar II,0.6211622147193334,F00103
SOC 100,Introduction to Sociology,0.04697902047343004,F00103
PSCI 406,African Political Systems,0.027757334105567265,F00103
EDUC 410,Elementary Student Seminar ,0.01820539297267996,F00103
CSCI 210,Sophomore Seminar,0.5973423520523933,F00104
CSCI 241L,Data Structures and Algorithms Laboratory,0.5454085805074974,F00104
HSS 290,Behavioral Statistics,0.3980007536908448,F00104
KINS 275,Introduction to Exercise Science,0.18494469445425407,F00104
CORE 210,Introduction to Social Justice,0.16998404985854385,F00104
SOC 100,Introduction to Sociology,0.1140332534121746,F00105
EDUC 410,Elementary Student Seminar ,0.03220488719294484,F00105
EDUC 460,Secondary Student Seminar ,0.031120378752678153,F00105
BAD 490,Business Policy,0.029709115384700426,F00105
SPED 480,Student Teaching of Exceptional Children,0.02520478469241438,F00105
SOC 100,Introduction to Sociology,0.06759143803716548,F00106
BAD 490,Business Policy,0.02634742816168447,F00106
SW 486,Social Work Field Experience and Seminar II,0.01755178620573439,F00106
CHEM 470L,Analytical Chemistry Laboratory,0.017401618453672846,F00106
AERO-4516L,Leadership Laboratory IV,0.016286056497136728,F00106
CSCI 120L,Introduction to Computer Science II Laboratory,0.821754132361177,F00107
CSCI 110L,Introduction to Computer Science I Laboratory,0.8170099442900702,F00107
CORE 120,Critical Thinking,0.2752328882850218,F00107
CORE 150,Composition I,0.26200718979669874,F00107
CORE 100,New Student Orientation,0.24374930783776647,F00107
CSCI 310,Junior Seminar,0.5006803649411897,F00108
CSCI 312,Database Management ,0.47694237612090545,F00108
CSCI 312L,Database Management Laboratory,0.46540498150022813,F00108
CSCI 380,Machine Learning,0.3341610396864758,F00108
CSCI 380L,Machine Learning Laboratory,0.3184296402870114,F00108
CSCI 210,Sophomore Seminar,0.5878487273431233,F00109
HSS 290,Behavioral Statistics,0.31850234777852593,F00109
KINS 275L,Introduction to Exercise Science Laboratory,0.20172573027707877,F00109
KINS 275,Introduction to Exercise Science,0.19177461769364712,F00109
CORE 210,Introduction to Social Justice,0.15539981785600696,F00109
CSCI 120L,Introduction to Computer Science II Laboratory,0.8140509170193095,F00110
CSCI 110L,Introduction to Computer Science I Laboratory,0.8121592775962123,F00110
CORE 150,Composition I,0.26070451728163563,F00110
CORE 120,Critical Thinking,0.248536618932105,F00110
CORE 100,New Student Orientation,0.24253741161410836,F00110
CSCI 110L,Introduction to Computer Science I Laboratory,0.6765902112617745,F00111
CORE 150,Composition I,0.21687476598143174,F00111
MATH 100,Intermediate Algebra,0.209154725643586,F00111
CORE 120,Critical Thinking,0.20675253973634702,F00111
CORE 100,New Student Orientation,0.20176192163455525,F00111
CORE 150,Composition I,0.7739960274616307,F00112
CORE 100,New Student Orientation,0.7120517128689708,F00112
CSCI 120L,Introduction to Computer Science II Laboratory,0.6933921262450848,F00112
MATH 130,Calculus II,0.6213018757671398,F00112
CORE 132,Essential Mathematics for a Contemporary World II,0.2952227104928518,F00112
CSCI 411,Senior Seminar I,0.5362709166119464,F00113
CSCI 412,Senior Seminar II,0.5266689121980137,F00113
MKT 400,Special Topics in Marketing,0.12060431142000186,F00113
AERO 4515,National Security Affairs - Preparing for Active Duty,0.0,F00113
ART 401,Senior Portfolio,0.0,F00113
CSCI 110L,Introduction to Computer Science I Laboratory,0.7805297636013511,F00114
CORE 150,Composition I,0.2472574902199984,F00114
CORE 120,Critical Thinking,0.23571720684275696,F00114
CORE 100,New Student Orientation,0.2300274360623187,F00114
PSCI 111,Introduction to Political Science,0.1810351272379504,F00114
CSCI 110L,Introduction to Computer Science I Laboratory,0.8631969238082953,F00115
CORE 150,Composition I,0.2745512940549044,F00115
CORE 120,Critical Thinking,0.2617371231589577,F00115
CORE 100,New Student Orientation,0.25541928045475815,F00115
PSCI 111,Introduction to Political Science,0.21793520572659214,F00115
AERO 4515,National Security Affairs - Preparing for Active Duty,0.0,F00116
AERO-4516L,Leadership Laboratory IV,0.0,F00116
ART 400,Independent Study,0.0,F00116
ART 401,Senior Portfolio,0.0,F00116
ART 402,Senior Portfolio,0.0,F00116
CSCI 210,Sophomore Seminar,0.740311353308611,F00117
CSCI 241L,Data Structures and Algorithms Laboratory,0.6625267761187097,F00117
CORE 260,Humanities,0.5911232092241466,F00117
CORE 201,Introduction to Business and Entrepreneurship,0.5833647383774675,F00117
KINS 275,Introduction to Exercise Science,0.22176666969747869,F00117
KINS 275L,Introduction to Exercise Science Laboratory,0.2564281706107636,F00118
KINS 275,Introduction to Exercise Science,0.25039575699811,F00118
CORE 210,Introduction to Social Justice,0.19706736429583188,F00118
CORE 220,The Creative Arts,0.13475414357727394,F00118
CSCI 285L,Bioinformatics I Laboratory,0.09544296356439998,F00118
CORE 360,The World and its Peoples,0.5733113742113052,F00119
MATH 395,Senior Seminar,0.36758672830688666,F00119
MATH 390,Special Topics in Mathematics,0.25659024155479365,F00119
PHYS 359,Introduction to Materials Science,0.18514254125082563,F00119
PHYS 340,Methods in Theoretical Physics,0.14704866041766623,F00119
CSCI 210,Sophomore Seminar,0.7162299210961003,F00120
CSCI 241L,Data Structures and Algorithms Laboratory,0.6775873192179069,F00120
CSCI 241,Data Structures and Algorithms,0.67472272825183,F00120
CORE 260,Humanities,0.6101736814511398,F00120
CORE 201,Introduction to Business and Entrepreneurship,0.60235779927226,F00120
MATH 395,Senior Seminar,0.31918255412314056,F00121
MATH 390,Special Topics in Mathematics,0.2483144063047053,F00121
PHYS 359,Introduction to Materials Science,0.1769693927377095,F00121
PHYS 340,Methods in Theoretical Physics,0.15245522262865893,F00121
PHYS 381,Special Problems in Experimental Physics,0.13445603241371,F00121
CSCI 310,Junior Seminar,0.7108871025452387,F00122
CSCI 312L,Database Management Laboratory,0.66759488935708,F00122
CSCI 380L,Machine Learning Laboratory,0.4600883752999532,F00122
MATH 390B,Special Topics in Biostatistics,0.22683433390267554,F00122
PSCI 340,Independent Study in Political Science,0.17118591755443638,F00122
CSCI 120L,Introduction to Computer Science II Laboratory,0.7615515086226723,F00123
CORE 150,Composition I,0.47064009363011927,F00123
CORE 120,Critical Thinking,0.44867384280248823,F00123
CORE 100,New Student Orientation,0.4378436986865031,F00123
PSCI 111,Introduction to Political Science,0.23336478888961112,F00123
MATH 240,Linear Algebra,0.5975973044477156,F00124
CORE 210,Introduction to Social Justice,0.26701775316832344,F00124
CORE 220,The Creative Arts,0.19948434193206127,F00124
MATH 285,Bioinformatics I,0.15175722260909674,F00124
MATH 202,Introduction to Abstract Algebra,0.11197804190948979,F00124
PHYS 490,Senior Seminar,0.1069351145468522,F00125
HIS 499,Senior Seminar,0.07848866665820438,F00125
BIOL 497,Senior Seminar ,0.07128854255163877,F00125
BIOL 498,Senior Seminar,0.07128854255163877,F00125
ENG 480,Senior Seminar,0.06846605181342538,F00125
CSCI 120L,Introduction to Computer Science II Laboratory,0.6939119633680213,F00126
CORE 150,Composition I,0.5872515050101893,F00126
CORE 100,New Student Orientation,0.5463290835033561,F00126
CORE 131,Essential Mathematics for a Contemporary World,0.24055108633117883,F00126
CORE 132,Essential Mathematics for a Contemporary World II,0.23404501939605407,F00126
CSCI 120L,Introduction to Computer Science II Laboratory,0.7814505182128599,F00127
CSCI 110L,Introduction to Computer Science I Laboratory,0.7766813324361195,F00127
CORE 150,Composition I,0.48273400105202846,F00127
CORE 120,Critical Thinking,0.46020328959405304,F00127
CORE 100,New Student Orientation,0.44909484628070373,F00127
CSCI 120,Introduction to Computer Science II,0.8431583320171867,F00128
CSCI 120L,Introduction to Computer Science II Laboratory,0.8121306919636282,F00128
MATH 130,Calculus II,0.7332676450329276,F00128
CORE 160,Composition II,0.5759164267916801,F00128
CORE 120,Critical Thinking,0.5601417397229049,F00128
CSCI 120,Introduction to Computer Science II,0.8240158692981021,F00129
CSCI 110L,Introduction to Computer Science I Laboratory,0.8233309172303742,F00129
CSCI 120L,Introduction to Computer Science II Laboratory,0.8229135810790555,F00129
CORE 150,Composition I,0.4380640886216444,F00129
CORE 120,Critical Thinking,0.40793599056222674,F00129
PHYS 441,Solid State Physics,0.11786867648550045,F00130
PHYS 472,Introduction to Modern Optics,0.09730385742182324,F00130
PHYS 490,Senior Seminar,0.07268881085323749,F00130
PHYS 451,Quantum Mechanics,0.057110400749275404,F00130
SOC 100,Introduction to Sociology,0.05344122023648861,F00130
CSCI 210,Sophomore Seminar,0.6325795099514395,F00131
CSCI 241L,Data Structures and Algorithms Laboratory,0.5843777741171874,F00131
CSCI 230L,Introduction to Computer Architecture Laboratory,0.500153802961153,F00131
CSCI 261L,Operating Systems Laboratory,0.4269958485419176,F00131
CSCI 282L,Programming Languages Laboratory,0.4118158614579285,F00131
CSCI 210,Sophomore Seminar,0.556443839361026,F00132
CSCI 241,Data Structures and Algorithms,0.5471492370931047,F00132
CSCI 241L,Data Structures and Algorithms Laboratory,0.53261854825638,F00132
HSS 290,Behavioral Statistics,0.5018657027434794,F00132
KINS 275,Introduction to Exercise Science,0.19997020532003665,F00132
CORE 360,The World and its Peoples,0.46956853295574386,F00133
MATH 395,Senior Seminar,0.42087743685590134,F00133
MATH 390,Special Topics in Mathematics,0.2186731910347262,F00133
PSCI 340,Independent Study in Political Science,0.13619267209003297,F00133
PSCI 320,Selected Topics in Political Science ,0.133117117054423,F00133
CSCI 310,Junior Seminar,0.7514084950917128,F00134
CSCI 312L,Database Management Laboratory,0.6690775774171557,F00134
CSCI 380L,Machine Learning Laboratory,0.4241168901444843,F00134
MATH 390B,Special Topics in Biostatistics,0.25954122043305966,F00134
PSCI 340,Independent Study in Political Science,0.1782225770267834,F00134
CSCI 120L,Introduction to Computer Science II Laboratory,0.7800347725728771,F00135
CSCI 110L,Introduction to Computer Science I Laboratory,0.7748734856346957,F00135
CORE 150,Composition I,0.6004449760288961,F00135
CORE 120,Critical Thinking,0.5762370861594672,F00135
CORE 100,New Student Orientation,0.5488087280235837,F00135
HIS 499,Senior Seminar,0.09642686973924729,F00136
PHYS 490,Senior Seminar,0.08795176056518911,F00136
BIOL 497,Senior Seminar ,0.08758119228171538,F00136
BIOL 498,Senior Seminar,0.08758119228171538,F00136
ENG 480,Senior Seminar,0.08411363501081495,F00136
CSCI 110L,Introduction to Computer Science I Laboratory,0.7902442588458769,F00137
CORE 150,Composition I,0.5889263684694651,F00137
CORE 120,Critical Thinking,0.55240822225138,F00137
CORE 100,New Student Orientation,0.5390741249916222,F00137
PSCI 111,Introduction to Political Science,0.2156549395424157,F00137
CSCI 110L,Introduction to Computer Science I Laboratory,0.7477693347742681,F00138
CORE 160,Composition II,0.688429581447332,F00138
CORE 132,Essential Mathematics for a Contemporary World II,0.23730585754496156,F00138
CORE 131,Essential Mathematics for a Contemporary World,0.22954051626562377,F00138
PSCI 111,Introduction to Political Science,0.19904908376271876,F00138
CSCI 110L,Introduction to Computer Science I Laboratory,0.8455854029868806,F00139
CSCI 120L,Introduction to Computer Science II Laboratory,0.8448515004440112,F00139
MATH 130,Calculus II,0.6864320156432027,F00139
CORE 150,Composition I,0.5440639264625508,F00139
CORE 120,Critical Thinking,0.5419611366890578,F00139
CSCI 110L,Introduction to Computer Science I Laboratory,0.8521927206631932,F00140
CSCI 120L,Introduction to Computer Science II Laboratory,0.8472874151674017,F00140
CSCI 120,Introduction to Computer Science II,0.8393986577046351,F00140
CORE 150,Composition I,0.2635613548650126,F00140
CORE 120,Critical Thinking,0.25126011893591826,F00140
MATH 240,Linear Algebra,0.7386575261834158,F00141
CSCI 241L,Data Structures and Algorithms Laboratory,0.6755883681134214,F00141
CSCI 230L,Introduction to Computer Architecture Laboratory,0.6425371184164586,F00141
CSCI 261,Operating Systems,0.5333135604962758,F00141
CSCI 261L,Operating Systems Laboratory,0.5134531522682008,F00141
CSCI 310,Junior Seminar,0.6317803183924662,F00142
CSCI 312L,Database Management Laboratory,0.6238685144628504,F00142
MATH 390B,Special Topics in Biostatistics,0.21728744674937472,F00142
CSCI 390M,Special Topics: Machine Learning for Social Sciences,0.2005838690144665,F00142
PSCI 340,Independent Study in Political Science,0.13782785246981036,F00142
CORE 150,Composition I,0.7707703876002727,F00143
CORE 120,Critical Thinking,0.7347961136408505,F00143
CSCI 110L,Introduction to Computer Science I Laboratory,0.6601314808123633,F00143
CSCI 120L,Introduction to Computer Science II Laboratory,0.6563316987885812,F00143
CORE 131,Essential Mathematics for a Contemporary World,0.27855431376489403,F00143
CSCI 312,Database Management ,0.6825461365381346,F00144
CSCI 310,Junior Seminar,0.667671997293697,F00144
CSCI 380,Machine Learning,0.46245412469739566,F00144
CSCI 380L,Machine Learning Laboratory,0.4406014004648121,F00144
PSCI 320,Selected Topics in Political Science ,0.19594018677178804,F00144
CSCI 210,Sophomore Seminar,0.46143059472791514,F00145
CSCI 241L,Data Structures and Algorithms Laboratory,0.4580417245003551,F00145
CSCI 230L,Introduction to Computer Architecture Laboratory,0.441607138701842,F00145
CSCI 282L,Programming Languages Laboratory,0.3557168178426382,F00145
KINS 275L,Introduction to Exercise Science Laboratory,0.22354808958034827,F00145
CSCI 210,Sophomore Seminar,0.470022983362122,F00146
CSCI 241L,Data Structures and Algorithms Laboratory,0.46024256038929445,F00146
CORE 210,Introduction to Social Justice,0.32577521830153294,F00146
CORE 220,The Creative Arts,0.2817182739236173,F00146
KINS 275L,Introduction to Exercise Science Laboratory,0.20305647825030843,F00146
HIS 499,Senior Seminar,0.09526545939348503,F00147
PHYS 490,Senior Seminar,0.08689242840056902,F00147
BIOL 497,Senior Seminar ,0.08652632341492297,F00147
BIOL 498,Senior Seminar,0.08652632341492297,F00147
ENG 480,Senior Seminar,0.08310053102656866,F00147
CSCI 412,Senior Seminar II,0.5052377211386926,F00148
CSCI 411,Senior Seminar I,0.5003929196264105,F00148
MKT 400,Special Topics in Marketing,0.11500317789922149,F00148
SOC 100,Introduction to Sociology,0.03419465473178646,F00148
SW 486,Social Work Field Experience and Seminar II,0.015957740030749307,F00148
CSCI 312,Database Management ,0.7215551360814586,F00149
CSCI 310,Junior Seminar,0.7108738622802988,F00149
CORE 360,The World and its Peoples,0.6098481210433482,F00149
PSCI 340,Independent Study in Political Science,0.17386137984511324,F00149
PSCI 320,Selected Topics in Political Science ,0.16993517563695112,F00149
CSCI 110L,Introduction to Computer Science I Laboratory,0.7850825768434256,F00150
CORE 150,Composition I,0.2823066744518353,F00150
CORE 120,Critical Thinking,0.26913053560337374,F00150
CORE 100,New Student Orientation,0.2626342298049546,F00150
PSCI 111,Introduction to Political Science,0.21888414293735728,F00150
SOC 100,Introduction to Sociology,0.053176293144842894,F00151
EDUC 410,Elementary Student Seminar ,0.028259056614568217,F00151
EDUC 460,Secondary Student Seminar ,0.02730742510507523,F00151
SPED 480,Student Teaching of Exceptional Children,0.022116625756632886,F00151
PHYS 472,Introduction to Modern Optics,0.01638089291709624,F00151
CSCI 411,Senior Seminar I,0.7859252576271567,F00152
HIS 499,Senior Seminar,0.057996681035481,F00152
PHYS 490,Senior Seminar,0.05289926156269403,F00152
BIOL 497,Senior Seminar ,0.05267638042389312,F00152
BIOL 498,Senior Seminar,0.05267638042389311,F00152
CSCI 412,Senior Seminar II,0.76781174904418,F00153
HIS 499,Senior Seminar,0.07090864441523881,F00153
PHYS 490,Senior Seminar,0.06467637218210813,F00153
BIOL 497,Senior Seminar ,0.06440387039173104,F00153
BIOL 498,Senior Seminar,0.06440387039173102,F00153
CSCI 412,Senior Seminar II,0.8350486556757513,F00154
HIS 499,Senior Seminar,0.08578203054191902,F00154
PHYS 490,Senior Seminar,0.07824251301966503,F00154
BIOL 497,Senior Seminar ,0.07791285283369437,F00154
BIOL 498,Senior Seminar,0.07791285283369435,F00154
CORE 150,Composition I,0.6041132601079252,F00155
CORE 120,Critical Thinking,0.5759173975381338,F00155
CSCI 110L,Introduction to Computer Science I Laboratory,0.5723980709782069,F00155
CSCI 120L,Introduction to Computer Science II Laboratory,0.5691032911293897,F00155
CORE 100,New Student Orientation,0.5620158329287905,F00155
CSCI 310,Junior Seminar,0.41020087157099705,F00156
CSCI 312L,Database Management Laboratory,0.3744706825733446,F00156
CSCI 360,Computer Networks and Distributed Systems ,0.1511651055932502,F00156
PSCI 340,Independent Study in Political Science,0.12133490946220822,F00156
PSCI 320,Selected Topics in Political Science ,0.11859487810762052,F00156
CSCI 310,Junior Seminar,0.612515615601418,F00157
CSCI 312L,Database Management Laboratory,0.5743432953947911,F00157
MATH 390B,Special Topics in Biostatistics,0.382321903738959,F00157
CSCI 380L,Machine Learning Laboratory,0.37224427921136144,F00157
PSCI 340,Independent Study in Political Science,0.17570057309933537,F00157
CSCI 412,Senior Seminar II,0.8052669015570633,F00158
HIS 499,Senior Seminar,0.04312330760807556,F00158
PHYS 490,Senior Seminar,0.03933313230825267,F00158
BIOL 498,Senior Seminar,0.039167409516242035,F00158
BIOL 497,Senior Seminar ,0.039167409516242035,F00158
PHYS 441,Solid State Physics,0.06381660155963861,F00159
SOC 100,Introduction to Sociology,0.049996636109072116,F00159
PHYS 472,Introduction to Modern Optics,0.044580577408849624,F00159
PHYS 490,Senior Seminar,0.039355263997009636,F00159
HMLS 400,Critical Infrastructure Protection,0.03138711937926524,F00159
CSCI 120,Introduction to Computer Science II,0.849470548229271,F00160
CORE 160,Composition II,0.4898565875549611,F00160
CORE 120,Critical Thinking,0.4560443267900465,F00160
CORE 100,New Student Orientation,0.4450362730297388,F00160
PSCI 111,Introduction to Political Science,0.22672572824989876,F00160
CORE 160,Composition II,0.7603074175292306,F00161
CORE 100,New Student Orientation,0.7037615075343076,F00161
CSCI 110L,Introduction to Computer Science I Laboratory,0.42214407739664384,F00161
CSCI 120L,Introduction to Computer Science II Laboratory,0.41971417437980263,F00161
CORE 131,Essential Mathematics for a Contemporary World,0.36608955046897984,F00161
MATH 395,Senior Seminar,0.3576415303746565,F00162
MATH 390,Special Topics in Mathematics,0.24469831339331188,F00162
PSCI 340,Independent Study in Political Science,0.1173397035425283,F00162
PSCI 320,Selected Topics in Political Science ,0.11468989345679455,F00162
BIOL 370,Introduction to Cancer Biology,0.036491527477779756,F00162
CSCI 310,Junior Seminar,0.7668919887394273,F00163
CSCI 312L,Database Management Laboratory,0.7126331700509403,F00163
PSCI 340,Independent Study in Political Science,0.15951654938935322,F00163
PSCI 320,Selected Topics in Political Science ,0.15591428563162898,F00163
CSCI 390,Special Topics ,0.1041528372752485,F00163
CSCI 411,Senior Seminar I,0.7507961903145698,F00164
CSCI 412,Senior Seminar II,0.7373530814118712,F00164
HIS 499,Senior Seminar,0.04876720305952953,F00164
PHYS 490,Senior Seminar,0.044480976915710665,F00164
BIOL 497,Senior Seminar ,0.04429356464383611,F00164
MATH 395,Senior Seminar,0.4923768020393014,F00165
CORE 360,The World and its Peoples,0.41673408644342724,F00165
MATH 390,Special Topics in Mathematics,0.30162243018298734,F00165
PSCI 320,Selected Topics in Political Science ,0.15297937809753623,F00165
PSCI 340,Independent Study in Political Science,0.12106741444749522,F00165
CSCI 310,Junior Seminar,0.6312071412995397,F00166
CSCI 312L,Database Management Laboratory,0.5762263940160786,F00166
CSCI 380L,Machine Learning Laboratory,0.5069702157506697,F00166
NSCI 360,Statistics,0.42318794949949295,F00166
MATH 390B,Special Topics in Biostatistics,0.30426978372103064,F00166
CSCI 411,Senior Seminar I,0.6854155330796008,F00167
CSCI 412,Senior Seminar II,0.6851790274410208,F00167
SOC 100,Introduction to Sociology,0.10839207845604731,F00167
EDUC 410,Elementary Student Seminar ,0.04175809809593853,F00167
EDUC 460,Secondary Student Seminar ,0.040351882649096324,F00167
CSCI 120L,Introduction to Computer Science II Laboratory,0.7054970688170987,F00168
CSCI 110L,Introduction to Computer Science I Laboratory,0.6998126868996896,F00168
CORE 150,Composition I,0.5759224886793018,F00168
CORE 120,Critical Thinking,0.5528952539527698,F00168
CORE 100,New Student Orientation,0.5259024082259752,F00168
CSCI 310,Junior Seminar,0.42043266810939267,F00169
CSCI 312L,Database Management Laboratory,0.39637131335258224,F00169
PSCI 340,Independent Study in Political Science,0.14330582137933504,F00169
PSCI 320,Selected Topics in Political Science ,0.14006963448460938,F00169
MATH 390,Special Topics in Mathematics,0.08669535034088172,F00169
CSCI 120,Introduction to Computer Science II,0.8811160270883719,F00170
CSCI 120L,Introduction to Computer Science II Laboratory,0.871645478941557,F00170
CORE 150,Composition I,0.27987437322265823,F00170
CORE 120,Critical Thinking,0.2668117575092028,F00170
CORE 100,New Student Orientation,0.2603714226601396,F00170
CORE 360,The World and its Peoples,0.47131218759516724,F00171
MATH 395,Senior Seminar,0.45063954301556314,F00171
MATH 390,Special Topics in Mathematics,0.30216358727339687,F00171
PSCI 340,Independent Study in Political Science,0.11455323209502012,F00171
PSCI 320,Selected Topics in Political Science ,0.11196634717376439,F00171
CSCI 310,Junior Seminar,0.6772836211256286,F00172
CSCI 312L,Database Management Laboratory,0.6196999996429879,F00172
CORE 360,The World and its Peoples,0.586969314841762,F00172
PSCI 340,Independent Study in Political Science,0.15389725778655813,F00172
PSCI 320,Selected Topics in Political Science ,0.15042189102204445,F00172
CORE 360,The World and its Peoples,0.5554711150807914,F00173
NSCI 360,Statistics,0.4205694102775671,F00173
MATH 390,Special Topics in Mathematics,0.2432374407916014,F00173
PHYS 359,Introduction to Materials Science,0.18825682460099236,F00173
PSCI 340,Independent Study in Political Science,0.1438234232772047,F00173
CSCI 120L,Introduction to Computer Science II Laboratory,0.749755457944804,F00174
CORE 160,Composition II,0.7050374870538556,F00174
CORE 120,Critical Thinking,0.6673602675525345,F00174
CORE 100,New Student Orientation,0.6512514437581016,F00174
CORE 131,Essential Mathematics for a Contemporary World,0.22932486706878258,F00174
CSCI 411,Senior Seminar I,0.7037013395328923,F00175
CSCI 412,Senior Seminar II,0.6911014704014946,F00175
CHEM 470L,Analytical Chemistry Laboratory,0.031968950541679746,F00175
AERO-4516L,Leadership Laboratory IV,0.029919523638680643,F00175
ART 401,Senior Portfolio,0.0,F00175
MATH 395,Senior Seminar,0.513791982909886,F00176
CORE 360,The World and its Peoples,0.4434263978428072,F00176
MATH 390,Special Topics in Mathematics,0.32963174734079137,F00176
PSCI 320,Selected Topics in Political Science ,0.13979485560557328,F00176
PSCI 340,Independent Study in Political Science,0.08579432048937446,F00176
CSCI 210,Sophomore Seminar,0.7149345197096332,F00177
MATH 240,Linear Algebra,0.6533965840466891,F00177
CSCI 241L,Data Structures and Algorithms Laboratory,0.635679310136458,F00177
CSCI 230L,Introduction to Computer Architecture Laboratory,0.6337917422265007,F00177
CSCI 261,Operating Systems,0.5133310412436638,F00177
CSCI 210,Sophomore Seminar,0.6926271486707218,F00178
CSCI 241L,Data Structures and Algorithms Laboratory,0.6494095819773068,F00178
KINS 275L,Introduction to Exercise Science Laboratory,0.2234691186272604,F00178
KINS 275,Introduction to Exercise Science,0.2174716930891137,F00178
CORE 210,Introduction to Social Justice,0.1553982518953181,F00178
CORE 100,New Student Orientation,0.7986639352506031,F00179
CSCI 120L,Introduction to Computer Science II Laboratory,0.45632358688163877,F00179
CSCI 110L,Introduction to Computer Science I Laboratory,0.4551227330837569,F00179
CORE 131,Essential Mathematics for a Contemporary World,0.3647287615484621,F00179
CORE 132,Essential Mathematics for a Contemporary World II,0.3606675893275773,F00179
CSCI 120L,Introduction to Computer Science II Laboratory,0.5037968699952338,F00180
CSCI 110L,Introduction to Computer Science I Laboratory,0.49571484190386145,F00180
MATH 100,Intermediate Algebra,0.2945757346008891,F00180
CORE 150,Composition I,0.14670237059022223,F00180
CORE 120,Critical Thinking,0.1398553103567065,F00180
CSCI 412,Senior Seminar II,0.7610967290779127,F00181
CSCI 411,Senior Seminar I,0.7560741292408449,F00181
SW 486,Social Work Field Experience and Seminar II,0.03598938451919391,F00181
SOC 100,Introduction to Sociology,0.03189121028543444,F00181
CHEM 470L,Analytical Chemistry Laboratory,0.02985254017305109,F00181
CSCI 120,Introduction to Computer Science II,0.8620158909771687,F00182
CSCI 110L,Introduction to Computer Science I Laboratory,0.8436474922144319,F00182
CSCI 120L,Introduction to Computer Science II Laboratory,0.8387913738978503,F00182
CORE 150,Composition I,0.28475882944011116,F00182
CORE 120,Critical Thinking,0.271468240819372,F00182
SOC 100,Introduction to Sociology,0.056932141404905295,F00183
PHYS 472,Introduction to Modern Optics,0.04541369134855836,F00183
HMLS 400,Critical Infrastructure Protection,0.037367612253751514,F00183
CHEM 470L,Analytical Chemistry Laboratory,0.01971921738551183,F00183
AERO-4516L,Leadership Laboratory IV,0.018455081593401087,F00183
CSCI 110L,Introduction to Computer Science I Laboratory,0.7683461067288783,F00184
