Subject/Category,Course Name,Course code,Credit Hours,Course_level,Prerequisite,Corequisite,Major Applicable to,Requirement_type,Major_Applicable,Requirement_Type
ENG - English,British Literature - Figure,ENG 232,3,200,ENG 230,,,,['OTHER'],['General Elective']
ENG - English,British Literature - Period ,ENG 234,3,200,ENG 230,,,,['OTHER'],['General Elective']
ENG - English,British Literature - Genre ,ENG 236,3,200,ENG 230,,,,['OTHER'],['General Elective']
ENG - English,Women and Literature ,ENG 240,3,200,,,,,['OTHER'],['General Elective']
ENG - English,Honors Women and Literature ,ENG 240F,3,200,CORE 110,,,,['OTHER'],['General Elective']
ENG - English,Shakespeare,ENG 265,3,200,,,,,['OTHER'],['General Elective']
ENG - English,African American Literature to 1919,ENG 275,3,200,,,,,['OTHER'],['General Elective']
ENG - English,The Harlem Renaissance to the Present,ENG 276,3,200,,,,,['OTHER'],['General Elective']
ENG - English,Seminar ,ENG 280,3,200,,,,,['OTHER'],['General Elective']
ENG - English,World Literature ,ENG 290,3,200,"CORE 150, CORE 160",,,,['OTHER'],['General Elective']
ENG - English,Survey of British Literature ,ENG 330,3,300,,,,,['OTHER'],['General Elective']
ENG - English,Biritish Literature II - Figure ,ENG 332,3,300,ENG 330,,,,['OTHER'],['General Elective']
ENG - English,British Literature II - Period,ENG 334,3,300,ENG 330,,,,['OTHER'],['General Elective']
ENG - English,British Literature II - Genre,ENG 336,3,300,ENG 330,,,,['OTHER'],['General Elective']
ENG - English,Senior Seminar,ENG 480,3,400,,,,,['OTHER'],['General Elective']
FIN - Finance,Financial Statement Analysis,FIN 310,3,300,ACC 240,,,,['OTHER'],['General Elective']
FIN - Finance,Business Finance,FIN 320,3,300,"ACC 240, BAD 260, ECON 230",,,,['OTHER'],['General Elective']
FIN - Finance,Corporate Financial Management,FIN 330,3,300,FIN 320,,,,['OTHER'],['General Elective']
FIN - Finance,Financial Markets,FIN 350,3,300,"ECON 230, ECON 240, FIN 320",,,,['OTHER'],['General Elective']
FIN - Finance,Financial Markets,FIN 350A,3,300,"ECON 230, ECON 240, ECON 300",,,,['OTHER'],['General Elective']
FIN - Finance,Futures and Options Market,FIN 350B,3,300,"ECON 300, FIN 350A",,,,['OTHER'],['General Elective']
FIN - Finance,Enterprise Risk Management,FIN 360,3,300,,,,,['OTHER'],['General Elective']
FIN - Finance,Investments: Analysis and Management,FIN 370,3,300,FIN 320,,,,['OTHER'],['General Elective']
FIN - Finance,International Financial Management ,FIN 410,3,400,FIN 320,,,,['OTHER'],['General Elective']
FIN - Finance,Financial Institutions Management,FIN 420,3,400,FIN 320,,,,['OTHER'],['General Elective']
FLM - Film,Elements of History of Film,FLM 103,3,100,,,,,['OTHER'],['General Elective']
FLM - Film,Film Tech I,FLM 112,3,100,,,,,['OTHER'],['General Elective']
FLM - Film,Film History I,FLM 201,3,200,,,,,['OTHER'],['General Elective']
FLM - Film,Film History II,FLM 202,3,200,,,,,['OTHER'],['General Elective']
FLM - Film,Social Documentary Filmmaking,FLM 251,3,200,,,,,['OTHER'],['General Elective']
FLM - Film,Short Film I ,FLM 260,3,200,,,,,['OTHER'],['General Elective']
FLM - Film,Short Film II,FLM 261,3,200,FLM 260,,,,['OTHER'],['General Elective']
FLM - Film,Special Topics,FLM 271,3,200,,,,,['OTHER'],['General Elective']
FLM - Film,African American Film History*,FLM 271A,3,200,,,,,['OTHER'],['General Elective']
FLM - Film,Internship: Film Industry*,FLM 271 I,3,200,,,,,['OTHER'],['General Elective']
FLM - Film,Post Colonial Literature and Film*,FLM 280,3,200,,,,,['OTHER'],['General Elective']
FREN - French,Elementary French I,FREN 101,3,100,,,,,['OTHER'],['General Elective']
FREN - French,Elementary French II,FREN 102,3,100,FREN 101,,,,['OTHER'],['General Elective']
FREN - French,Intensive Intermediate French,FREN 200,3,200,FREN 102,,,,['OTHER'],['General Elective']
FREN - French,Contemporary French Culture ,FREN 301,3,300,FREN 200,,,,['OTHER'],['General Elective']
FREN - French,Phonetic,FREN 302,3,300,FREN 200,,,,['OTHER'],['General Elective']
FREN - French,Conversation and Composition I,FREN 311,3,300,FREN 200,,,,['OTHER'],['General Elective']
FREN - French,Conversation and Composition II,FREN 312,3,300,FREN 200,,,,['OTHER'],['General Elective']
FREN - French,French Masterpieces I,FREN 313,3,300,,,,,['OTHER'],['General Elective']
FREN - French,French Masterpieces II,FREN 314,3,300,,,,,['OTHER'],['General Elective']
FREN - French,Reading French,FREN 320,3,300,,,,,['OTHER'],['General Elective']
FREN - French,Independent Study ,FREN 330,3,300,FREN 311,,,,['OTHER'],['General Elective']
FREN - French,Black French Literature ,FREN 350,3,300,"FREN 311, FREN 312",,,,['OTHER'],['General Elective']
FREN - French,Twentieth Century,FREN 360,3,300,,,,,['OTHER'],['General Elective']
FREN - French,Topics in French Literature and Culture,FREN 370,3,300,,,,,['OTHER'],['General Elective']
GRD - Graphic Design,History of Graphic Design,GRD 101,3,100,,,,,['OTHER'],['General Elective']
GRD - Graphic Design,Graphic Design I,GRD 110,3,100,,,,,['OTHER'],['General Elective']
GRD - Graphic Design,Fundamentals of Typography,GRD 121,3,100,,,,,['OTHER'],['General Elective']
GRD - Graphic Design,Concept Development,GRD 210,3,200,,,,,['OTHER'],['General Elective']
GRD - Graphic Design,Digital Design I ,GRD 230,3,200,,,,,['OTHER'],['General Elective']
GRD - Graphic Design,Digital Design II,GRD 231,3,200,,,,,['OTHER'],['General Elective']
GRD - Graphic Design,Experimental Typography,GRD 232,3,200,,,,,['OTHER'],['General Elective']
GRD - Graphic Design,Professional Practices,GRD 251,3,200,,,,,['OTHER'],['General Elective']
GRD - Graphic Design,Brand Development,GRD 310,3,300,,,,,['OTHER'],['General Elective']
HCA - Healthcare Administration,Introduction to Healthcare Administration,HCA 201,3,200,,,,,['OTHER'],['General Elective']
HCA - Healthcare Administration,Approaches to Planning HC,HCA 210,3,200,HCA 201,,,,['OTHER'],['General Elective']
HCA - Healthcare Administration,Health Economics,HCA 310,3,300,"ECON 230, ECON 240, HCA 201",,,,['OTHER'],['General Elective']
HCA - Healthcare Administration,Health Facilities Law,HCA 320,3,300,HCA 201,,,,['OTHER'],['General Elective']
HCA - Healthcare Administration,Health Care Management I ,HCA 421,3,400,"BAD 260, HCA 201",,,,['OTHER'],['General Elective']
HCA - Healthcare Administration,Health Care Research,HCA 490,3,400,"BAD 260, HCA 201",,,,['OTHER'],['General Elective']
HIS - History,Introduction to the Study of History,HIS 150,3,100,,,,,['OTHER'],['General Elective']
HIS - History,United States History,HIS 160,3,100,,,,,['OTHER'],['General Elective']
HIS - History,African History,HIS 180,3,100,,,,,['OTHER'],['General Elective']
HIS - History,European History,HIS 190,3,100,,,,,['OTHER'],['General Elective']
HIS - History,Selected Topics in U.S History,HIS 200,3,200,,,,,['OTHER'],['General Elective']
HIS - History,Selected Topics in Afro-American History,HIS 210,3,200,,,,,['OTHER'],['General Elective']
HIS - History,Selected Topics in African History,HIS 220,3,200,,,,,['OTHER'],['General Elective']
HIS - History,Selected Topics in World History,HIS 230,3,200,,,,,['OTHER'],['General Elective']
HIS - History,Selected Topics in Women's History,HIS 240,3,200,,,,,['OTHER'],['General Elective']
HIS - History,African American History,HIS 270,3,200,"CORE 150, ENG 275 or HIS 180",,,,['OTHER'],['General Elective']
HIS - History,Historiography and Methodology,HIS 300,3,300,,,,,['OTHER'],['General Elective']
HIS - History,History Seminar,HIS 350,3,300,,,,,['OTHER'],['General Elective']
HIS - History,Modern World History,HIS 360,3,300,,,,,['OTHER'],['General Elective']
HIS - History,Internship In History ,HIS 370,3,300,,,,,['OTHER'],['General Elective']
HIS - History,Senior Seminar,HIS 499,3,400,,,,,['OTHER'],['General Elective']
HMLS - Homeland Security,Introduction to Emergency Management,HMLS 201,3,200,,,,,['OTHER'],['General Elective']
HMLS - Homeland Security,Border and Immigration Control,HMLS 220,3,200,,,,,['OTHER'],['General Elective']
HMLS - Homeland Security,Introduction to Homeland Security,HMLS 225,3,200,,,,,['OTHER'],['General Elective']
HMLS - Homeland Security,Social Dimensions of Disasters,HMLS 365,3,300,,,,,['OTHER'],['General Elective']
HMLS - Homeland Security,Critical Infrastructure Protection,HMLS 400,3,400,,,,,['OTHER'],['General Elective']
HON - Honors,Introduction to the Honors Program I,HON 111,2,100,Admission to the W.E.B Du Bois General University Honors Program,,,,['OTHER'],['General Elective']
HON - Honors,Introduction to the Honors Program II,HON 112,2,100,Admission to the W.E.B Du Bois General University Honors Program,,,,['OTHER'],['General Elective']
HON - Honors,Freshman Honors Independent Study I,HON 121,2,100,Admission to the W.E.B Du Bois General University Honors Program,,,,['OTHER'],['General Elective']
HON - Honors,Freshman Honors Independent Study II,HON 122,2,100,Admission to the W.E.B Du Bois General University Honors Program,,,,['OTHER'],['General Elective']
HON - Honors,Sophomore Honors Colloquium,HON 211,3,200,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Sophomore Honors Independent Study I,HON 221,2,200,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Sophomore Honors Independent Study II,HON 222,2,200,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Junior Honors Colloquium I ,HON 311,3,300,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Junior Honors Colloquium II,HON 312,3,300,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Junior Honors Independent Study I,HON 321,3,300,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Junior Honors Independent Study II,HON 322,3,300,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Senior Honors Colloquium I,HON 411,3,400,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Senior Honors Colloquium II,HON 412,3,400,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Senior Honors Independent Study I,HON 421,3,400,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Senior Honors Independent Study II,HON 422,3,400,"Admission to the W.E.B Du Bois General University Honors Program, 3.0 or better Grade Point Average",,,,['OTHER'],['General Elective']
HON - Honors,Senior Honors Project ,HON 497,3,400,,,,,['OTHER'],['General Elective']
HON - Honors,Senior Honors Project ,HON 498,3,400,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,SpeciaL Topics,HSS 170,3,100,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Logic,HSS 170L,3,100,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Public Speaking ,HSS 180,3,100,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,African American History and Virtual Reality ,HSS 220,3,200,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Topics in Broadcasting,HSS 229,3,200,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Mass Media and Society,HSS 235,3,200,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Introduction to Journalism,HSS 237,3,200,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Topics in Journalism,HSS 238,3,200,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Practicum in Mass Communications,HSS 240,1 to 3,200,Instructor Permission,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Newspaper Production ,HSS 242,3,200,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Introduction to Women's Studies,HSS 250,3,200,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Social Research Methods,HSS 280,3,200,CORE 130,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,Behavioral Statistics,HSS 290,3,200,,,,,['Data Science'],['Statistics']
HSS - Humanities and Social Sciences,Black Experiences,HSS 380,3,300,,,,,['OTHER'],['General Elective']
HSS - Humanities and Social Sciences,"Multicultural Diversity, Social Inequality, and the Pursuit of Health in Global Perspective",HSS 380A,3,300,,,,,['OTHER'],['General Elective']
IND - Interior Design,Design Fundamentals,IND 101,3,100,,,,,['OTHER'],['General Elective']
IND - Interior Design,Architectural Drawing I,IND 111,3,100,,,,,['OTHER'],['General Elective']
IND - Interior Design,Building Construction,IND 113,3,100,,,,,['OTHER'],['General Elective']
IND - Interior Design,Textiles and Furnishes,IND 205,3,200,,,,,['OTHER'],['General Elective']
IND - Interior Design,History of Architectural and Design I,IND 206,3,200,,,,,['OTHER'],['General Elective']
IND - Interior Design,History of Architectural and Design II,IND 207,3,200,,,,,['OTHER'],['General Elective']
IND - Interior Design,CAD I,IND 311,3,300,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Risk Management Insurance I,INS 101,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Agency Operation and Distribution Channels,INS 102,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Claims and Operations Adjustment,INS 103,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Property and Casualty Insurance,INS 104,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Life and Health Insurance,INS 105,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Risk Management Insurance II,INS 106,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Insurance Operations and Applied Accounting,INS 107,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Insurance and Society,INS 108,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,"Insurance, Innovation and Communities",INS 109,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Licensure Exam Preparation,INS 110,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,The Changing Insurance Landscape,INS 111,3,100,,,,,['OTHER'],['General Elective']
INS - Insurance and Risk Management,Compliance and Ethics ,INS 112,3,100,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Foundation of Kinesiology,KINS 111,3,100,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Weight Training and Physical Conditioning,KINS 120,3,100,,KINS 120L,,,['OTHER'],['General Elective']
KINS - Kinesiology,Weight Training and Physical Conditioning Laboratory,KINS 120L,1,100,,KINS 120,,,['OTHER'],['General Elective']
KINS - Kinesiology,Mechanics of Movement,KINS 122,3,100,,KINS 122L,,,['OTHER'],['General Elective']
KINS - Kinesiology,Mechanics of Movement Laboratory,KINS 122L,1,100,,KINS 122,,,['OTHER'],['General Elective']
KINS - Kinesiology,Foundations of Health,KINS 123,3,100,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Group Exercise Instruction and Leadership,KINS 125,3,100,,KINS 125L,,,['OTHER'],['General Elective']
KINS - Kinesiology,Group Exercise Instruction and Leadership Laboratory,KINS 125L,1,100,,KINS 125,,,['OTHER'],['General Elective']
KINS - Kinesiology,Human Anatomy and Physiology,KINS 132,3,100,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Exercise Physiology,KINS 133,3,100,,KINS 133L,,,['OTHER'],['General Elective']
KINS - Kinesiology,Exercise Physiology Laboratory,KINS 133L,1,100,,KINS 133,,,['OTHER'],['General Elective']
KINS - Kinesiology,Principles of Nutrition,KINS 134,3,100,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Prevention and Care of Athletic Injuries,KINS 243,3,200,,KINS 243L,,,['OTHER'],['General Elective']
KINS - Kinesiology,Prevention and Care of Athletic Injuries Laboratory,KINS 243L,1,200,,KINS 243,,,['OTHER'],['General Elective']
KINS - Kinesiology,Introduction to Exercise Science,KINS 275,3,200,,KINS 275L,,,['OTHER'],['General Elective']
KINS - Kinesiology,Introduction to Exercise Science Laboratory,KINS 275L,1,200,,KINS 275,,,['OTHER'],['General Elective']
KINS - Kinesiology,"Physical Activity, Cultural Diversity, and Society",KINS 278,3,200,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Fundamentals of Resistance Training,KINS 320,3,300,,KINS 320L,,,['OTHER'],['General Elective']
KINS - Kinesiology,Fundamentals of Resistance Training Laboratory,KINS 320L,1,300,,KINS 320,,,['OTHER'],['General Elective']
KINS - Kinesiology,Exercise Physiology,KINS 322,3,300,,KINS 322L,,,['OTHER'],['General Elective']
KINS - Kinesiology,Exercise Physiology Laboratory,KINS 322L,1,300,,KINS 322,,,['OTHER'],['General Elective']
KINS - Kinesiology,Measurement and Evaluation in Kinesiology,KINS 369,3,300,,KINS 369L,,,['OTHER'],['General Elective']
KINS - Kinesiology,Measurement and Evaluation in Kinesiology Laboratory,KINS 369L,1,300,,KINS 369,,,['OTHER'],['General Elective']
KINS - Kinesiology,Kinesiology,KINS 370,3,300,KINS 132 or BIOL 221,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Exercise is Medicine ,KINS 375,3,300,KINS 132 OR BIOL 101,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Exercise Behavior and Psychosocial Outcomes ,KINS 381,3,300,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Psychosocial Aspects of Physical Education and Sports,KINS 382,3,300,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Seminar in Kinesiology,KINS 390,2,300,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Directed Study,KINS 391,1 to 4,300,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Practicum,KINS 400,6,400,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Independent Study ,KINS 401,3,400,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Physical Activity as Therapy,KINS 407,3,400,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Advanced Strength and Conditioning,KINS 414,3,400,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Fitness Programs for Individuals with Chronic Diseases,KINS 420,3,400,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Fitness and Wellness Program Development,KINS 425,3,400,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Physiology of Aging,KINS 464,3,400,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Gender Issues in Sport and Physical Culture,KINS 475,3,400,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,"Sport, Cultural Politics, and Media",KINS 478,3,400,,,,,['OTHER'],['General Elective']
KINS - Kinesiology,Field Experience Seminar,KINS 486,3,400,,,,,['OTHER'],['General Elective']
MATH - Mathematics,Intermediate Algebra,MATH 100,3,100,,,,,['OTHER'],['General Elective']
MATH - Mathematics,College Algebra,MATH 101,3,100,MATH 100 or Completion of High School Algebra or pass score on placement test,,,,['OTHER'],['General Elective']
MATH - Mathematics,Precalculus,MATH 110,3,100,MATH 101 or Completion of High School Algebra or pass score on placement test,,,,['OTHER'],['General Elective']
MATH - Mathematics,Calculus I,MATH 120,3,100,MATH 110 or Completion of High School Algebra and High School Trigonometry or pass score on placement test,,,,"['Computer Science', 'Data Science', 'Mathematics']","['Cognates', 'Math Requirements', 'Major Requirements']"
MATH - Mathematics,Biocalculus I,MATH 121,3,100,MATH 110 or Completion of High School Algebra and High School Trigonometry or pass score on placement test,,,,['OTHER'],['General Elective']
MATH - Mathematics,Discrete Mathematics,MATH 125,3,100,MATH 110,,,,"['Computer Science', 'Data Science']","['Cognates', 'Math Requirements']"
MATH - Mathematics,Calculus II,MATH 130,4,100,MATH 120,,,,"['Computer Science', 'Data Science', 'Mathematics']","['Cognates', 'Math Requirements', 'Major Requirements']"
MATH - Mathematics,Mathematics for Elementary Teachers,MATH 200S,3,200,"MATH 101 or CORE 130, and not MATH 220",,,,['OTHER'],['General Elective']
MATH - Mathematics,Introduction to Abstract Algebra,MATH 202,3,200,MATH 130,,,,['OTHER'],['General Elective']
MATH - Mathematics,Calculus III,MATH 210,4,200,MATH 130,,,,['Mathematics'],['Major Requirements']
MATH - Mathematics,Introduction to Higher Algebra,MATH 220,3,200,MATH 120,,,,['Mathematics'],['Major Requirements']
MATH - Mathematics,Linear Algebra,MATH 240,3,200,MATH 130,,,,"['Computer Science', 'Data Science', 'Mathematics']","['Cognates', 'Math Requirements', 'Major Requirements']"
MATH - Mathematics,Ordinary Differential Equations ,MATH 270,3,200,MATH 130,,,,['Mathematics'],['Major Requirements']
MATH - Mathematics,Mathematical Modeling of Biological Systems,MATH 280,3,200,,,,,['OTHER'],['General Elective']
MATH - Mathematics,Bioinformatics I,MATH 285,3,200,,,,,['OTHER'],['General Elective']
MATH - Mathematics,Algebraic Structures,MATH 320,3,300,MATH 240,,,,['Mathematics'],['Major Requirements']
MATH - Mathematics,Real Analysis,MATH 353,3,300,MATH 240,,,,['Mathematics'],['Major Requirements']
MATH - Mathematics,Special Topics in Mathematics,MATH 390,3,300,,,,,['OTHER'],['General Elective']
MATH - Mathematics,Special Topics in Biostatistics,MATH 390B,3,300,,,,,['Data Science'],['Statistics']
MATH - Mathematics,Senior Seminar,MATH 395,2,300,,,,,['Mathematics'],['Major Requirements']
MATH - Mathematics,Independent Study ,MATH 398,3 to 4,300,Discipline Coordinator Permission,,,,['OTHER'],['General Elective']
MGT - Management,Management Principles and Practice,MGT 280,3,200,,,,,['OTHER'],['General Elective']
MGT - Management,Human Resource Management,MGT 320,3,300,MGT 280,,,,['OTHER'],['General Elective']
MGT - Management,Production and Operations Management,MGT 330,3,300,BAD 260,,,,['OTHER'],['General Elective']
MGT - Management,Organizational Behavior,MGT 340,3,300,MGT 280,,,,['OTHER'],['General Elective']
MGT - Management,International Business,MGT 350,3,300,MGT 280,,,,['OTHER'],['General Elective']
MGT - Management,Entrepreneurial Development,MGT 380,3,300,,,,,['OTHER'],['General Elective']
MGT - Management,Topics in Management,MGT 400,1 to 3,400,Instructor Permission,,,,['OTHER'],['General Elective']
MGT - Management,Leadership,MGT 405,3,400,,,,,['OTHER'],['General Elective']
MGT - Management,Strategic Marketing,MGT 422,3,400,BAD 320,,,,['OTHER'],['General Elective']
MKT - Marketing,Marketing Principles,MKT 300,3,300,,,,,['OTHER'],['General Elective']
MKT - Marketing,Consumer Behavior,MKT 310,3,300,,,,,['OTHER'],['General Elective']
MKT - Marketing,Digital Marketing,MKT 320,3,300,,,,,['OTHER'],['General Elective']
MKT - Marketing,Brand Strategy,MKT 330,3,300,,,,,['OTHER'],['General Elective']
MKT - Marketing,Integrated Marketing Communications,MKT 340,3,300,,,,,['OTHER'],['General Elective']
MKT - Marketing,Music Marketing,MKT 350,3,300,,,,,['OTHER'],['General Elective']
MKT - Marketing,Supply Management,MKT 360,3,300,,,,,['OTHER'],['General Elective']
MKT - Marketing,Professional Selling And Sales Management,MKT 370,3,300,,,,,['OTHER'],['General Elective']
MKT - Marketing,Healthcare Marketing,MKT 380,3,300,,,,,['OTHER'],['General Elective']
MKT - Marketing,Special Topics in Marketing,MKT 400,3,400,,,,,['OTHER'],['General Elective']
MKT - Marketing,Marketing Analytics,MKT 410,3,400,,,,,['OTHER'],['General Elective']
MKT - Marketing,Marketing Strategy,MKT 420,3,400,MKT 300,,,,['OTHER'],['General Elective']
MS - Military Science,Foundations of Officership,MS 111,1,100,,,,,['OTHER'],['General Elective']
MS - Military Science,Basic Leadership,MS 113,2,100,,,,,['OTHER'],['General Elective']
MS - Military Science,American Military History: Principles of War,MS 151,3,100,,,,,['OTHER'],['General Elective']
MS - Military Science,Leadership and Teamwork,MS 152,2,100,,,,,['OTHER'],['General Elective']
MS - Military Science,Leadership and Problem Solving,MS 211,3,200,,,,,['OTHER'],['General Elective']
MS - Military Science,Leadership and Ethics,MS 212,3,200,,,,,['OTHER'],['General Elective']
MS - Military Science,Leadership and Management: Developing Adaptive Leaders,MS 251,3,200,,,,,['OTHER'],['General Elective']
MS - Military Science,Officership,MS 252,3,200,,,,,['OTHER'],['General Elective']
MUS - Music,Piano Class for Beginners ,MUS 050X,1,100,,,,,['OTHER'],['General Elective']
MUS - Music,Piano Class for Beginners ,MUS 052X,1,100,MUS 050X or Audition,,,,['OTHER'],['General Elective']
MUS - Music,Piano Class for Beginners ,MUS 053X,1,100,MUS 052X or Audition,,,,['OTHER'],['General Elective']
MUS - Music,Piano Class for Beginners ,MUS 054X,1,100,MUS 053X or Audition,,,,['OTHER'],['General Elective']
MUS - Music,Introductory Organ ,MUS 060B,1,100,MUS 250B or Audtion,,,,['OTHER'],['General Elective']
MUS - Music,Voice Class for Beginners,MUS 070X,1,100,,,,,['OTHER'],['General Elective']
MUS - Music,Elements of Music,MUS 100,3,100,,,,,['OTHER'],['General Elective']
MUS - Music,Materials in Music Theory ,MUS 101,3,100,MUS 100,MUS 101L,,,['OTHER'],['General Elective']
MUS - Music,Materials in Music Theory Laboratory,MUS 101L,1,100,,MUS 101,,,['OTHER'],['General Elective']
MUS - Music,Materials in Music Theory ,MUS 102,3,100,,MUS 102L,,,['OTHER'],['General Elective']
MUS - Music,Materials in Music Theory Laboratory,MUS 102L,1,100,,MUS 102,,,['OTHER'],['General Elective']
MUS - Music,Principles of Jazz Improvisation,MUS 110,2,100,Audition or Instructor Permission,,,,['OTHER'],['General Elective']
MUS - Music,Introduction to Music Technology,MUS 120,2,100,"MUS 100, CSCI 100",,,,['OTHER'],['General Elective']
MUS - Music,Secondary Piano ,MUS 150A,1,100,,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Piano ,MUS 150B,1,100,,,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano ,MUS 151,1,100,Audition,,,,['OTHER'],['General Elective']
MUS - Music,Principial Piano ,MUS 152,1,100,Audition,,,,['OTHER'],['General Elective']
MUS - Music,Seminar in Music Performance and Literature,MUS 157,0,100,,,,,['OTHER'],['General Elective']
MUS - Music,Seminar in Music Performance and Literature,MUS 158,0,100,,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Organ ,MUS 160A,1,100,MUS 060B or Instructor's Permission,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Organ ,MUS 160B,1,100,MUS 060B or Instructor's Permission,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ ,MUS 161,1,100,Audition,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ ,MUS 162,1,100,Audition ,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Voice,MUS 170A,1,100,,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Voice ,MUS 170B,1,100,,,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice ,MUS 171,1,100,Voice Audition,,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice ,MUS 172,1,100,Voice Audition,,,,['OTHER'],['General Elective']
MUS - Music,World Music ,MUS 200,3,200,,,,,['OTHER'],['General Elective']
MUS - Music,Materials in Music Theory ,MUS 201,3,200,MUS 102,,,,['OTHER'],['General Elective']
MUS - Music,Materials in Music Theory ,MUS 202,3,200,MUS 102,,,,['OTHER'],['General Elective']
MUS - Music,Music in America,MUS 205,2,200,,,,,['OTHER'],['General Elective']
MUS - Music,Crosscurrents in African and African American Music ,MUS 206,2,200,,,,,['OTHER'],['General Elective']
MUS - Music,Twentieth Century Music,MUS 207,2,200,,,,,['OTHER'],['General Elective']
MUS - Music,History of Jazz,MUS 208,2,200,,,,,['OTHER'],['General Elective']
MUS - Music,Jubilee Singers,MUS 225,1,200,Audition,,,,['OTHER'],['General Elective']
MUS - Music,University Choir,MUS 226,1,200,Permission of the Director,,,,['OTHER'],['General Elective']
MUS - Music,Jazz Ensemble,MUS 227,1,200,,,,,['OTHER'],['General Elective']
