Student_ID,Major,Year,is Honors or Regular,Courses_Taken
A00099,Data Science,Junior,False,"EDUC 340, CSCI 110, HSS 290, NAN, MATH 125, CORE 160, CORE 260, EDUC 450, CSCI 241, MKT 360, MATH 130, CORE 100, CSCI 241L, EDUC 460, CSCI 380L, FLM 280, CSCI 110L, MATH 240, ADMISSION TO THE SECONDARY TEACHER EDUCATION PROGRAM, MATH 110, CSCI 380, EDUC 350"
A00100,Computer Science,Sophomore,False,"CSCI 312L, MATH 125, CSCI 241, MATH 240, ENG 234, HON 112, MATH 110, CSCI 312, MATH 130, ADMISSION TO THE W.E.B DU BOIS GENERAL UNIVERSITY HONORS PROGRAM, ENG 230"
A00101,Computer Science,Senior,False,"CSCI 120, MUS 172, MATH 120, CSCI 312, CSCI 110, BIOL 420L, CORE 360, NAN, CSCI 282L, CSCI 210, CSCI 261L, CSCI 282, CORE 260, BIOL 450, CSCI 241, MATH 130, BIOL 420, CORE 100, CSCI 230, MUS 152, CSCI 261, CSCI 312L, MUS 252, CSCI 110L, MUS 384, MATH 110, CORE 120, BIOL 450L, VOICE AUDITION, PHYS 117L, PHYS 117, CSCI 230L, FLM 260"
A00102,Data Science,Junior,False,"ECON 450, CSCI 120, MATH 390, CSCI 110, CORE 360, NAN, CORE 201, CSCI 210, NSCI 323, ECON 240, CORE 160, CORE 260, NSCI 323L, CSCI 241, PSCI 232, CSCI 241L, ECON 230, CSCI 380L, KINS 133L, CSCI 120L, CORE 150, CSCI 380, KINS 133"
A00103,Computer Science,Freshman,False,"NAN, CORE 150"
A00104,Data Science,Freshman,True,"HIS 220, NAN, BIOL 101L, BIOL 101"
A00105,Computer Science,Senior,False,"SOC 100, CSCI 120, CSCI 110, CSCI 312, KINS 407, PHYS 441, MUS 356, NAN, CSCI 210, CSCI 261L, JUNIOR RECITAL, AERO-3516L, FIN 410, CSCI 241, SOC 374, CSCI 230, CSCI 241L, PHYS 140, CSCI 261, CSCI 312L, CSCI 120L, FIN 320, MATH 210, MUS 254, CSCI 411, CSCI 310, CSCI 412, PHYS 117, SOC 499M, PHO 351"
A00106,Mathematics,Junior,True,"CHEM 203, BIOL 270, CSCI 110, ENG 336, CORE 360, CHEM 234, ENG 224, NAN, MATH 270, BIOL 101L, ENG 330, CORE 260, BIOL 101, PSY 180, PSY 380R, MATH 130, PHYS 130L, EDUC 260, CSCI 110L, PHYS 130, GRD 231, MATH 110, ENG 220, BIOL 270L"
A00107,Computer Science,Freshman,True,"CSCI 261, NAN, CSCI 110L, CSCI 110, CSCI 261L"
A00108,Computer Science,Freshman,True,
A00109,Data Science,Senior,False,"MUS 462, MUS 352, MATH 120, MATH 390B, COMPLETION OF HIGH SCHOOL ALGEBRA, NAN, CORE 201, CSCI 210, MINI RECITAL, N, MUS 201, ECON 400R, CORE 160, MUS 362, CSCI 241, PHYS 340, KINS 486, PASS SCORE ON PLACEMENT TEST, CSCI 241L, ECON 340, MUS 320, MUS 102, MATH 280, CORE 150, ECON 330, CSCI 411, CSCI 412"
A00110,Mathematics,Freshman,False,"SOC 100, NAN, PHYS 130, MATH 110, CORE 100, SOC 376, PHYS 130L"
A00111,Mathematics,Junior,True,"CSCI 120, MATH 120, CSCI 110, NAN, CORE 201, MATH 270, MUS 101, BIOL 101L, BIOL 220, MATH 220, CORE 160, BIOL 220L, BIOL 101, FREN 320, MATH 130, CORE 100, PHYS 130L, MUS 101L, PHYS 130, MATH 240, CSCI 120L, MATH 110, CORE 150"
A00112,Computer Science,Junior,True,"CSCI 120, CSCI 110, HSS 229, NSCI 360, PSCI 228, NAN, MATH 125, CORE 201, KINS 369, CORE 160, HIS 499, KINS 369L, CSCI 241, MATH 130, INS 110, CSCI 241L, CSCI 230, CSCI 120L, CSCI 411, CSCI 291, CSCI 230L"
A00113,Data Science,Sophomore,False,"KINS 243, CSCI 380L, CSCI 312L, NAN, MUS 351, CSCI 241, KINS 322, MATH 101, CSCI 380, CSCI 312, KINS 322L, BAD 260, CORE 100, CSCI 241L, MUS 208, KINS 243L"
A00114,Mathematics,Senior,False,"CSCI 120, MATH 353, BAD 490, MATH 120, CSCI 110, MUS 356, CHEM 234, CORE 360, COMPLETION OF HIGH SCHOOL ALGEBRA, NAN, NSCI 361, MATH 270, JUNIOR RECITAL, NSCI 361L, CORE 260, MATH 130, PASS SCORE ON PLACEMENT TEST, PHYS 130L, PSCI 205, PHYS 130, CSCI 110L, MATH 240, CSCI 120L, MATH 110, MUS 254"
A00115,Data Science,Freshman,True,
A00116,Mathematics,Sophomore,True,"NAN, PHYS 130, MATH 240, MATH 210, MATH 110, MATH 320, ART 201, MATH 130, MGT 380, SOC 254, PHYS 130L"
A00117,Computer Science,Junior,True,"CSCI 120, MUS 172, MATH 120, CSCI 312, NAN, MATH 125, CORE 201, BIOL 285L, CSCI 210, CSCI 261L, MUS 273, CORE 160, CORE 260, CSCI 241, PASS SCORE ON PLACEMENT TEST, CORE 100, PSCI 314, CSCI 312L, CSCI 261, CSCI 120L, MATH 110, CSCI 412, CSCI 291"
A00118,Mathematics,Freshman,True,"NAN, CSCI 110L, CSCI 110, CORE 120, MATH 130, NSCI 360"
A00119,Data Science,Junior,True,"CSCI 120, MUS 253, PSY 231H, PHYS 118, CSCI 110, HSS 290, NAN, MATH 125, CSCI 210, CORE 160, PHYS 118L, CORE 260, PSY 180, MATH 130, MUS 152, CSCI 110L, MATH 240, CSCI 120L, MATH 110, CSCI 412, PHYS 117, SOC 115"
A00120,Computer Science,Sophomore,False,"CSCI 312L, NAN, CORE 201, ECON 340, ECON 330, MATH 280, CSCI 312, ECON 400R, CORE 160"
A00121,Mathematics,Senior,True,"SPAN 200, MATH 120, FLM 271A, CORE 360, CHEM 457, NAN, MGT 320, MATH 395, KINS 132, MUS 201, MATH 220, MUS 263, CORE 160, BAD 260, MGT 280, CORE 260, HCA 201, SPAN 311, MATH 320, PASS SCORE ON PLACEMENT TEST, MATH 130, PHYS 130L, ART 213, PHYS 130, HCA 490, MATH 240, BIOL 292, MATH 110, CORE 150, CORE 120, MUS 102, MUS 162"
A00122,Data Science,Sophomore,False,"CORE 260, NAN, CSCI 120, CSCI 120L, MATH 101, MUS 324, CSCI 110, CSCI 310, CSCI 412, BAD 260, CORE 360"
A00123,Computer Science,Senior,True,"SPAN 320, MUS 352, CSCI 110, ACC 240, FIN 310, NAN, CSCI 282L, CORE 201, MUS 451, CSCI 210, MUS 261, MINI RECITAL, CSCI 282, CORE 160, CSCI 241, SPAN 313, MATH 130, CORE 100, CSCI 230, CSCI 110L, MATH 240, MATH 110, IND 207, CSCI 412, MUS 162"
A00124,Computer Science,Freshman,False,"NAN, ART 291, CSCI 310"
A00125,Mathematics,Senior,True,"SOC 100, MATH 353, MUS 200, NSCI 360, CHEM 114, FLM 271A, HON 122, COMPLETION OF HIGH SCHOOL ALGEBRA, NAN, CHEM 113, CORE 160, CHEM 103, FREN 320, MUS 281, MATH 121, ADMISSION TO THE W.E.B DU BOIS GENERAL UNIVERSITY HONORS PROGRAM, MATH 130, PASS SCORE ON PLACEMENT TEST, PHYS 130L, SOC 352, CHEM 104, PHYS 130, MATH 240, MATH 110, CORE 150, MKT 330"
A00126,Data Science,Sophomore,True,"SOC 100, NAN, MATH 125, MATH 101, SOC 374, MATH 110, CORE 120, CORE 150, CORE 160, BAD 260"
A00127,Data Science,Freshman,False,"CSCI 380L, CSCI 120, CSCI 241, MATH 240, CSCI 380, MATH 130, CSCI 241L"
A00128,Computer Science,Senior,False,"CSCI 120, MATH 120, CSCI 312, CSCI 110, ACC 240, FLM 271A, ACC 430, NAN, CSCI 282L, CORE 130, ECON 400R, CSCI 282, AERO-3516L, CSCI 241, FLM 271 I, MATH 130, CSCI 241L, CSCI 230, CSCI 312L, CSCI 110L, ECON 340, AND NOT MATH 220, FIN 320, ECON 330, MATH 200S, CORE 120, FIN 420"
A00129,Mathematics,Senior,True,"CSCI 120, PHYS 118, MATH 120, CSCI 110, CRJ 210, CRJ 200, CORE 360, COMPLETION OF HIGH SCHOOL ALGEBRA, NAN, CORE 201, CSCI 320, MATH 270, HIGH SCHOOL TRIGONOMETRY, MATH 220, CORE 160, PHYS 118L, CORE 260, MATH 320, MATH 130, FIN 370, CSCI 286, CSCI 110L, MATH 240, FIN 320, MATH 210, MATH 110, CORE 150, CORE 120, PHYS 117, FLM 260, KINS 420"
A00130,Data Science,Freshman,True,"NAN, CORE 120"
A00131,Mathematics,Sophomore,False,"FREN 101, NAN, CSCI 110L, FREN 102, CSCI 110, MATH 120, MATH 130, INS 108, MKT 380"
A00132,Computer Science,Sophomore,True,"CSCI 261, CORE 260, NAN, CSCI 241, KINS 123, CSCI 282L, CORE 150, CORE 120, CSCI 261L, CSCI 282, CSCI 230, CORE 360"
A00133,Data Science,Senior,True,"CSCI 120, CSCI 110, MATH 390B, CSCI 312, MATH 120, NSCI 360, HSS 290, CORE 360, COMPLETION OF HIGH SCHOOL ALGEBRA, NAN, MATH 125, MATH 101, IND 205, CSCI 210, HIGH SCHOOL TRIGONOMETRY, BAD 260, CORE 260, MUS 150B, MATH 130, PHYS 382, PHYS 140, CSCI 312L, CSCI 110L, CSCI 120L, MATH 210, MATH 110, CORE 120, CSCI 310, BIOL 392, CSCI 412, PHYS 117, ENG 222, ENG 220"
A00134,Data Science,Sophomore,False,"NAN, MATH 125, EDUC 260, MATH 101, SPAN 312, SPAN 200, CSCI 210, MATH 110, CORE 110, ENG 240F, SW 360, BAD 260"
A00135,Computer Science,Junior,False,"MATH 120, MUS 356, CORE 360, NAN, MATH 125, MUS 229, AUDITION, HIGH SCHOOL TRIGONOMETRY, JUNIOR RECITAL, CORE 260, CSCI 241, MATH 130, CSCI 230, MATH 240, GRD 231, MATH 110, MUS 254, CSCI 291, CSCI 230L"
A00136,Computer Science,Freshman,False,"NAN, CORE 160, CORE 201, CORE 150"
A00137,Mathematics,Senior,True,"CSCI 120, ART 202, BIOL 410L, MATH 120, CSCI 110, NSCI 360, COMPLETION OF HIGH SCHOOL ALGEBRA, NAN, CORE 201, MATH 270, KINS 369, MATH 220, CORE 160, NSCI 361L, KINS 369L, CSCI 241, BIOL 410, MATH 320, MATH 130, PASS SCORE ON PLACEMENT TEST, CORE 100, BIOL 313L, PHYS 130L, BIOL 313, PHYS 130, CSCI 110L, MATH 240, CSCI 120L, CSCI 370, MATH 110, CORE 120, CORE 150"
A00138,Data Science,Junior,True,"CSCI 120, PHYS 323L, MATH 120, ACC 240, CSCI 110, NAN, PHYS 323, PSCI 245, HIGH SCHOOL TRIGONOMETRY, FLM 261, CSCI 241, MATH 130, ACC 230, CSCI 241L, CSCI 380L, PSCI 231, CSCI 110L, MATH 110, CSCI 380, CSCI 411, FLM 260"
A00139,Computer Science,Freshman,True,"CSCI 312L, NAN, CORE 201, CSCI 312, CORE 160"
A00140,Data Science,Freshman,True,"NAN, CSCI 120, BETTER GRADE POINT AVERAGE, CSCI 120L, ADMISSION TO THE W.E.B DU BOIS GENERAL UNIVERSITY HONORS PROGRAM, CSCI 310, HON 412"
A00141,Data Science,Junior,False,"FIN 330, CSCI 120, SPAN 200, MATH 120, CSCI 312, CSCI 110, CHEM 114, CHEM 341L, CORE 360, NAN, MATH 101, KINS 425, CORE 160, BAD 260, CORE 260, CSCI 241, SPAN 101, CSCI 241L, CSCI 312L, CSCI 110L, FIN 320, MATH 110, CORE 150, CORE 120, CSCI 310, CHEM 341"
A00142,Mathematics,Junior,False,"CORE 260, NAN, CSCI 110L, MATH 240, HON 112, MATH 353, KINS 122, MATH 210, ACC 410, CSCI 110, ADMISSION TO THE W.E.B DU BOIS GENERAL UNIVERSITY HONORS PROGRAM, MATH 130, MATH 120, KINS 122L, ACC 320, MATH 220, CORE 360"
A00143,Mathematics,Freshman,True,"PHYS 117, MATH 110, PHYS 117L"
A00144,Mathematics,Senior,False,"MATH 353, MATH 120, CSCI 110, NSCI 360, PSY 380, MUS 356, COMPLETION OF HIGH SCHOOL ALGEBRA, NAN, MATH 270, FREN 200, MATH 395, HIGH SCHOOL TRIGONOMETRY, FREN 102, CORE 160, SENIOR RECITAL, PHYS 381, PSY 180, MATH 320, MATH 130, CORE 100, MKT 380, PHYS 140, PHYS 130, CSCI 110L, MATH 240, MATH 210, MATH 110, CORE 150, CORE 120, MUS 455"
A00145,Mathematics,Senior,False,"CSCI 120, INS 107, CHEM 203, CSCI 110, CSCI 280L, CORE 360, NAN, CORE 201, BIOL 101L, CSCI 280, CORE 160, CORE 260, BIOL 101, MATH 320, CORE 100, BIOL 350L, BIOL 350, CSCI 110L, MATH 240, CSCI 120L, MATH 110, CORE 150, PSCI 221, CHEM 233, ENG 220"
A00146,Data Science,Freshman,True,"CSCI 380L, CSCI 241, MATH 240, CSCI 380, MATH 130"
A00147,Data Science,Senior,False,"CSCI 120, CSCI 110, INSTRUCTOR PERMISSION, MGT 350, HSS 290, CORE 360, NAN, MATH 101, JUNIOR RECITAL, CORE 160, BAD 260, HON 121, MGT 280, CORE 260, CSCI 241, MGT 400, ADMISSION TO THE W.E.B DU BOIS GENERAL UNIVERSITY HONORS PROGRAM, MUS 355, CSCI 241L, CSCI 110L, CSCI 120L, ART 292, MATH 110, CORE 150, MUS 254, CSCI 411"
A00148,Mathematics,Freshman,True,"NAN, MATH 120, KINS 320L, KINS 320, MATH 220"
A00149,Computer Science,Senior,False,"BIOL 305, ENG 480, KINS 111, CSCI 110, MUS 372, NAN, CSCI 282L, CSCI 261L, CSCI 282, HSS 235, CSCI 241, BIOL 344, MATH 130, MUS 158, CSCI 230, CSCI 261, BIOL 313, CSCI 110L, MATH 240, MATH 110, BIOL 344L, CSCI 411, MUS 272, BIOL 343, ENG 220"
A00150,Mathematics,Senior,False,"CSCI 120, PSY 205, MATH 120, CSCI 110, NSCI 360, NAN, CORE 201, EDUC 330, AUDITION, HIGH SCHOOL TRIGONOMETRY, ECON 240, CORE 160, EDUC 250, HCA 201, ADMISSION TO THE ELEMENTARY TEACHER EDUCATION PROGRAM, MATH 130, CORE 100, ECON 230, HCA 310, MUS 054X, CSCI 110L, SPED 210, CSCI 120L, MATH 240, SPAN 312, MATH 110, CORE 120, CORE 150, MUS 102, MUS 102L"
A00151,Data Science,Sophomore,False,"CSCI 120, CSCI 241, EDUC 340, CSCI 120L, SPAN 312, CSCI 110, SPAN 370, EDUC 350, CSCI 241L, EDUC 450N"
